FANMOD 1.1 subgraph enumeration
-------------------------------

Network name: C:\Users\Amm\Desktop\motif_edgelist\motif_edgelist_4nodes\Biz55_bf.txt
Network type: Directed
Number of nodes: 8187
Number of edges: 114
Number of single edges: 78
Number of mutual edges: 36

Algorithm: enumeration
Subgraph size: 4

Generated 1000 random networks
   with locally constant number of bidirectional edges,
   3 exchanges per edge and 3 tries per edge.

993 subgraphs were enumerated in the original network.
1917134 subgraphs were enumerated in the random networks.
1918127 subgraphs were enumerated in all networks.

For the random networks: 432074 tries were made, 336609 were successful.
Randomization took 0.251 seconds.
Enumeration took 2.047 seconds.


Result overview:

ID,Adj-Matrix,Frequency,Mean-Freq,Standard-Dev,Z-Score,p-Value
,,[Original],[Random],[Random]

14,0000,18.832%,12.169%,0.0052973,12.578,0
,0000
,0000
,1110

30,0000,10.876%,10.678%,0.0058749,0.33722,0.4
,0000
,0001
,1110

140,0000,6.2437%,11.601%,0.013191,-4.0613,1
,0000
,1000
,1100

158,0000,4.6324%,0.41355%,0.0042263,9.9823,0
,0000
,1001
,1110

602,0000,4.5317%,8.0852%,0.0093254,-3.8105,1
,0010
,0101
,1010

588,0000,3.9275%,7.2754%,0.01194,-2.8038,0.998
,0010
,0100
,1100

142,0000,3.2226%,0.47427%,0.0039884,6.8907,0
,0000
,1000
,1110

396,0000,2.5176%,5.1791%,0.0058238,-4.57,1
,0001
,1000
,1100

150,0000,2.4169%,4.1927%,0.0099928,-1.7771,0.983
,0000
,1001
,0110

8588,0010,2.3162%,2.9686%,0.004948,-1.3186,0.902
,0001
,1000
,1100

606,0000,2.3162%,0.3993%,0.0042632,4.4964,0.001
,0010
,0101
,1110

74,0000,2.3162%,5.3976%,0.012062,-2.5546,1
,0000
,0100
,1010

862,0000,2.2155%,0.041223%,0.0011674,18.625,0
,0011
,0101
,1110

8598,0010,2.2155%,3.6826%,0.0040294,-3.641,1
,0001
,1001
,0110

332,0000,1.9134%,2.8648%,0.0055216,-1.7231,0.973
,0001
,0100
,1100

414,0000,1.712%,0.18382%,0.0016805,9.0934,0
,0001
,1001
,1110

590,0000,1.712%,0.13366%,0.0021512,7.337,0
,0010
,0100
,1110

390,0000,1.5106%,2.2623%,0.0048384,-1.5537,0.94
,0001
,1000
,0110

284,0000,1.4099%,2.4488%,0.0021633,-4.8025,1
,0001
,0001
,1100

4958,0001,1.3092%,0.028411%,0.00069575,18.408,0
,0011
,0101
,1110

4492,0001,1.1078%,2.9755%,0.0039245,-4.7593,1
,0001
,1000
,1100

286,0000,1.1078%,4.241%,0.0026291,-11.917,1
,0001
,0001
,1110

398,0000,1.1078%,0.13089%,0.00127,7.6918,0
,0001
,1000
,1110

19030,0100,0.80564%,0.11689%,0.0011231,6.1328,0
,1010
,0101
,0110

202,0000,0.70493%,0.12923%,0.0010949,5.258,0
,0000
,1100
,1010

28,0000,0.70493%,1.2164%,0.0013845,-3.6945,1
,0000
,0001
,1100

4686,0001,0.70493%,0.035769%,0.00067067,9.9776,0
,0010
,0100
,1110

18572,0100,0.60423%,0.034915%,0.00062242,9.1468,0
,1000
,1000
,1100

334,0000,0.60423%,0.050197%,0.001214,4.5637,0.004
,0001
,0100
,1110

714,0000,0.60423%,0.13131%,0.0012078,3.9155,0.001
,0010
,1100
,1010

2198,0000,0.50352%,0.053457%,0.00054749,8.2206,0
,1000
,1001
,0110

990,0000,0.50352%,0.0010147%,8.7822e-005,57.219,0
,0011
,1101
,1110

8606,0010,0.50352%,0.13631%,0.0011579,3.1713,0.005
,0001
,1001
,1110

666,0000,0.50352%,0.054614%,0.00077125,5.8206,0.002
,0010
,1001
,1010

392,0000,0.40282%,1.5338%,0.0036444,-3.1034,1
,0001
,1000
,1000

222,0000,0.40282%,0.0037528%,0.00015949,25.021,0
,0000
,1101
,1110

974,0000,0.40282%,0.0057537%,0.00019167,20.717,0
,0011
,1100
,1110

10372,0010,0.40282%,0.87588%,0.0030069,-1.5733,0.952
,1000
,1000
,0100

4380,0001,0.40282%,1.53%,0.0015683,-7.1871,1
,0001
,0001
,1100

9182,0010,0.40282%,0.00063747%,6.2621e-005,64.225,0
,0011
,1101
,1110

3038,0000,0.30211%,0%,0,undefined,0
,1011
,1101
,1110

2188,0000,0.30211%,0.1093%,0.0010359,1.8613,0.053
,1000
,1000
,1100

27340,0110,0.30211%,0.00062574%,5.682e-005,53.06,0
,1010
,1100
,1100

2458,0000,0.30211%,0.0031836%,0.00013728,21.775,0
,1001
,1001
,1010

18568,0100,0.30211%,0.97799%,0.0013668,-4.9449,1
,1000
,1000
,1000

17238,0100,0.30211%,0.014849%,0.00040386,7.113,0.001
,0011
,0101
,0110

536,0000,0.30211%,0.59919%,0.0025646,-1.1584,0.887
,0010
,0001
,1000

2782,0000,0.30211%,0.00021472%,3.3905e-005,89.044,0
,1010
,1101
,1110

18636,0100,0.20141%,0.00026721%,3.7735e-005,53.304,0
,1000
,1100
,1100

2202,0000,0.20141%,0.083528%,0.00093864,1.2559,0.135
,1000
,1001
,1010

2116,0000,0.20141%,0.42766%,0.00078171,-2.8943,0.99
,1000
,0100
,0100

540,0000,0.20141%,0.0058788%,0.00038563,5.0705,0.019
,0010
,0001
,1100

734,0000,0.20141%,0.0063986%,0.00019127,10.196,0
,0010
,1101
,1110

4810,0001,0.20141%,0.027799%,0.0005564,3.1203,0.025
,0010
,1100
,1010

8906,0010,0.20141%,0.053493%,0.00086523,1.7096,0.089
,0010
