fname, entry_degree_within_sim, entry_degree_btw_sim, entry_degree_grpnongrp_sim, gender_within_sim, gender_btw_sim,  gender_grpnongrp_sim,total_income_within_sim, total_income_btw_sim, total_income_grpnongrp_sim
Ac57,0.27777777777777773, 0.4166666666666667, 0.21980676328502416, 0.8333333333333334, 0.8333333333333334, 0.7355072463768115, 0.42314814814814811, 0.50798611111111114, 0.44703099838969385
