6446ZV7QY81QII4,True,False,0,AT&T,1.0.7 (1.2.56),2015-11-19 23:11:26,True,True,True,568,False,True,0,1,107.107.61.87,2015-11-22 19:54:15.779880,True,iPhone 5s,None,ios,8.1,None,True,False,None,320,True,False,2,0,-300,1.6.4,Paid,40,48
F614C8F7G0LHBTYX,True,False,0,Verizon,1.0.7 (1.2.56),2015-11-19 18:30:24,True,True,True,667,True,True,0,1,96.254.217.36,2015-11-22 15:45:46.315179,True,Unknown iPhone8,None,ios,9.1,None,True,False,None,375,True,True,2,0,-300,1.6.4,Paid,210,36
K8TJAX9P56DSK3Q1,False,False,0,Verizon,1.0.7 (1.2.56),2015-11-19 17:21:30,True,False,True,667,False,True,0,1,208.114.154.136,2015-11-22 21:21:09.014887,True,iPhone 6,None,ios,9.1,2015-11-19 17:20:56,True,False,None,375,True,False,3,0,-300,1.6.4,Paid,160,41
A09SWT6KCOXAJL7Q,True,False,0,AT&T,1.0.7 (1.2.56),2015-11-19 02:10:13,True,False,True,667,False,True,0,1,162.202.10.231,2015-11-23 23:29:08.578732,True,Unknown iPhone8,None,ios,9.2,None,True,False,None,375,True,True,4,0,-360,1.6.4,Paid,10,70
G1S3USCLWYCH2UJT,True,False,0,Bouygues Telecom,1.0.7 (1.2.56),2015-11-18 22:46:22,True,False,True,568,False,True,0,1,80.215.204.59,2015-11-19 06:21:30.801662,True,iPhone 5,None,ios,8.4.1,None,True,False,None,320,True,True,0,0,60,1.6.4,Paid,1759,64
D7XAVLXBX4X6H000,True,False,0,Sprint,1.0.7 (1.2.56),2015-11-18 21:18:32,True,True,True,736,None,True,0,1,4.15.242.106,2015-11-24 04:48:34.087021,True,iPhone 6 Plus,None,ios,8.4,None,True,False,None,414,True,True,5,0,-480,1.6.4,Paid,830,51
K7J7C9MIGBFT4ZRO,False,False,0,AT&T,1.0.7 (1.2.56),2015-11-18 18:41:43,True,False,True,568,False,True,0,1,64.134.99.81,2015-11-23 17:53:48.123984,True,iPhone 5c,None,ios,8.4,2015-11-18 18:41:10,True,False,None,320,True,True,4,0,-300,1.6.4,Paid,264,53
3NIATFKCFPPQQ91I,False,False,0,Other,1.0.7 (1.2.56),2015-11-14 16:31:14,True,False,False,480,False,True,0,1,140.251.74.33,2015-11-14 16:31:14,True,Unknown iPad5,None,ios,9.1,2015-11-14 16:30:46,True,False,None,320,True,True,0,0,-300,1.6.4,Paid,552,63
BAAJ60QGAHQVWIH3,False,False,0,Carrier,1.0.7 (1.2.56),2015-11-14 15:20:53,True,False,True,480,False,True,0,1,90.2.98.64,2015-11-24 03:41:35.147557,True,iPad 4,None,ios,9.1,2015-11-14 15:20:24,True,False,None,320,True,True,8,0,60,1.6.4,Paid,1759,64
JNELN21YFREGTQPZ,False,False,0,Other,1.0.7 (1.2.56),2015-11-14 11:08:15,True,False,False,480,False,True,0,1,188.236.13.17,2015-11-14 11:08:15,True,iPad mini 1G,None,ios,9.1,2015-11-14 11:07:47,True,False,None,320,True,True,-1,0,180,1.6.4,Paid,1230,56
E59HFOZLWK05ZGXQ,True,False,0,OPTUS,1.0.7 (1.2.56),2015-11-14 06:22:45,True,False,True,480,False,True,0,1,101.190.230.136,2015-11-22 12:32:09.192863,True,Unknown iPad2,None,ios,7.1,None,True,False,None,320,True,True,1,0,660,1.6.4,Paid,1598,54
DV41GPZ6NAWQPWL,True,False,0,Rogers,1.0.7 (1.2.56),2015-11-13 23:58:12,True,False,True,568,False,True,0,1,24.114.79.75,2015-11-24 00:09:48.279742,True,iPhone 6,None,ios,8.4,None,True,False,None,320,True,True,7,0,-480,1.6.4,Paid,230,59
6WQKASNF1WRF2N3Q,True,False,0,O2,1.0.7 (1.2.56),2015-11-12 17:16:38,True,False,True,568,False,True,0,1,86.6.111.165,2015-11-12 17:16:38,True,iPhone 5s,2015-11-14 15:09:02,ios,9.1,None,True,False,2015-11-14 15:09:02,320,True,True,0,0,0,1.6.4,Paid,630,14
2XOADEKB6RN1WKKE,True,False,0,Vodafone India,1.0.7 (1.2.56),2015-11-12 10:33:13,True,True,True,568,None,True,0,1,111.93.196.154,2015-11-20 11:28:40.524581,True,iPhone 5,None,ios,7.0.4,None,True,False,None,320,True,False,8,0,330,1.6.4,Paid,911,34
HK1VG2YRSTK3SDYW,True,False,0,Vodafone India,1.0.7 (1.2.56),2015-11-12 09:13:57,True,False,True,667,False,True,0,1,111.93.196.154,2015-11-12 09:13:57,True,iPhone 6,None,ios,8.3,None,True,False,None,375,True,False,4,0,330,1.6.4,Paid,568,27
6PO82MAZ2U1SW5BX,False,False,0,AT&T,1.0.7 (1.2.56),2015-11-11 22:20:56,True,False,False,667,False,True,0,1,50.134.179.126,2015-11-11 22:20:56,True,iPhone 6,None,ios,9.1,2015-11-11 22:20:31,True,False,None,375,True,True,1,0,-420,1.6.4,Paid,615,64
67R21UBP0NU43MZ8,False,False,0,Verizon,1.0.7 (1.2.56),2015-11-11 14:39:39,True,False,True,568,False,True,0,1,24.218.26.102,2015-11-23 01:43:09.380382,True,iPhone 5c,None,ios,9.1,2015-11-11 14:39:14,True,False,None,320,True,False,11,0,-300,1.6.4,Paid,707,49
LUT27HIP9N4C32JH,False,False,0,Singtel,1.0.7 (1.2.56),2015-11-11 00:57:33,True,False,True,667,False,True,0,1,14.100.132.129,2015-11-24 00:53:16.209382,True,iPhone 6,None,ios,8.1.3,2015-11-11 00:57:10,True,False,None,375,True,True,12,0,480,1.6.4,Paid,250,64
AC85DGPC9H5GQPN,True,False,1,dtac,1.0.7 (1.2.56),2015-11-11 00:31:25,True,False,True,667,False,True,0,1,1.46.0.31,2015-11-23 16:55:34.670707,True,Unknown iPhone8,None,ios,9.1,None,True,False,None,375,True,True,12,1,420,1.6.4,Paid,164,38
KK4P8JNOPWX50VRM,False,False,0,Other,1.0.7 (1.2.56),2015-11-10 21:01:55,True,False,False,480,False,True,0,1,75.121.82.63,2015-11-10 21:01:55,True,iPad Air,None,ios,9.1,2015-11-10 21:01:36,True,False,None,320,True,True,0,0,-420,1.6.4,Paid,615,64
A068PS0G2M61U0E1,True,False,0,O2,1.0.7 (1.2.56),2015-11-10 08:53:09,True,True,True,568,True,True,0,1,86.6.111.165,2015-11-10 08:53:09,True,iPhone 5s,None,ios,9.1,None,True,False,None,320,True,True,2,0,0,1.6.4,Paid,630,14
6W8DMQ1IUTFLA4Z8,True,False,0,Rogers,1.0.7 (1.2.56),2015-11-09 23:26:24,True,False,True,667,False,True,0,1,174.117.93.156,2015-11-22 00:55:05.744763,True,iPhone 6,None,ios,9.1,2015-11-11 14:03:40,True,False,None,375,True,True,12,0,-300,1.6.4,Paid,441,47
I2JGWZF3T50NNZIG,True,False,1,Bell,1.0.7 (1.2.56),2015-11-08 22:12:28,True,False,True,667,False,True,0,1,198.91.210.236,2015-11-08 22:12:28,True,Unknown iPhone8,None,ios,9.1,None,True,False,None,375,True,True,0,1,-300,1.6.4,Paid,20,10
5CTZS7QHHHHUWF1K,True,False,0,Verizon,1.0.7 (1.2.56),2015-11-08 21:09:21,True,False,True,480,False,True,0,1,74.101.16.15,2015-11-24 03:09:00.484651,True,iPad 4,None,ios,9.1,None,True,False,None,320,True,True,12,0,-300,1.6.4,Paid,2814,51
6B7IDP1TRTDMQCOU,True,False,0,Vodacom,1.0.7 (1.2.56),2015-11-08 20:38:20,True,True,True,667,True,True,0,1,154.69.105.211,2015-11-21 13:55:01.984516,True,iPhone 6,None,ios,9.1,None,True,False,None,375,True,True,12,0,120,1.6.4,Paid,300,57
41LKWBJY0KN37D1Q,True,False,0,dtac,1.0.7 (1.2.56),2015-11-08 12:57:25,True,False,True,480,False,True,0,1,27.55.233.136,2015-11-23 18:05:59.566292,True,Unknown iPad2,None,ios,8.1.3,None,True,False,None,320,True,True,15,0,420,1.6.4,Paid,70,54
EAJNY2NKQIF0W48D,True,False,0,CSL,1.0.7 (1.2.56),2015-11-08 08:02:21,True,True,True,736,False,True,0,1,14.0.207.84,2015-11-23 04:31:22.748264,True,iPhone 6 Plus,None,ios,9.1,2015-11-12 01:16:39,True,False,None,414,True,True,12,0,480,1.6.4,Paid,445,13
UGW52NU8VARFKAN,False,False,0,Verizon,1.0.7 (1.2.56),2015-11-07 17:08:30,True,False,True,568,False,True,0,1,24.218.26.102,2015-11-07 17:08:30,True,iPhone 5c,None,ios,9.1,2015-11-07 17:08:10,True,False,None,320,True,False,3,0,-300,1.6.4,Paid,707,49
FXHT5QTG87OYYJ8X,True,False,0,Other,1.0.7 (1.2.56),2015-11-07 01:50:10,True,False,True,480,False,True,0,1,110.174.101.247,2015-11-24 04:47:37.982904,True,iPad 3,None,ios,9.1,None,True,False,None,320,True,True,16,0,660,1.6.4,Paid,140,60
3QJC9BNZ18NV2ZDV,True,False,1,Other,1.0.7 (1.2.56),2015-11-06 00:36:03,True,False,True,480,False,True,0,1,174.134.37.26,2015-11-19 23:03:16.522955,True,iPad 4,None,ios,8.4,None,True,False,None,320,True,True,1,1,-480,1.6.4,Paid,830,51
35WU47KE6BVAVU7M,True,False,1,AT&T,1.0.7 (1.2.56),2015-11-05 17:42:23,True,True,True,736,None,True,0,1,107.107.60.149,2015-11-24 03:20:41.723925,True,iPhone 6 Plus,None,ios,9.0.2,None,True,False,None,414,True,True,17,1,-300,1.6.4,Paid,621,71
