ID, AllowPush, AdOptedIn, NumCampaignMatch, Carrier, AppVersion, AllowiBeacon, AllowGeo, AllowFeaturePush, ScreenHeight, AllowBT, HaveUniqueGlobalID, NumCrash, DailyUsage, "continent", LastUpdateDays, DeviceModel, BlockPushTF, BlockPushSameday, BlockPushAfter, OS, OSVersion, RevokePushTF, RevokePushBefore, RevokePushSameday, RevokePushAfter, SignIn, UninstalledTF, UninstalledSameday, UninstalledAfter, ScreenWidth, EmailExist, EmailAddress, InstallDays, PushCount, Timezone, UserType, Questions, CorrectQuestion
8W3DB6531KMFP13R, 0, 0, 0, Verizon, 1071256, 1, 1, 1, 480, 0, 1, 2, 1, NA, 45, iPhone 4, 0, 0, 0, ios, 712, 1, 1, 0, 0, 1, 0, 0, 0, 320, 1, 1, 45, 0, -5, Paid, 1711, 68
BFA2VR4JXMP8PIHR, 1, 0, 0, Verizon, 1071256, 1, 0, 1, 736, 0, 1, 0, 1, NA, 47, iPhone 6 Plus, 0, 0, 0, ios, 910, 0, 0, 0, 0, 1, 0, 0, 0, 414, 1, 1, 47, 0, -8, Paid, 3001, 74
A789UDCWSGZWIOBS, 1, 0, 7, Telcel, 1071256, 1, 1, 1, 667, 1, 1, 0, 1, NA, 45, iPhone 6 Plus, 0, 0, 0, ios, 830, 0, 0, 0, 0, 1, 0, 0, 0, 375, 1, 1, 45, 7, -6, Paid, 290, 30
5T9208Z0TJ3WF3WX, 0, 0, 0, voda AU, 1071256, 1, 0, 1, 568, 0, 1, 1, 1, OC, 49, iPhone 5s, 0, 0, 0, ios, 820, 1, 1, 0, 0, 1, 0, 0, 0, 320, 1, 1, 49, 0, 11, Paid, 3483, 37
CVVT70MV0ZCYXY2P, 1, 0, 2, Three, 1071256, 1, 0, 1, 667, 0, 1, 0, 1, EU, 47, iPhone 6, 0, 0, 0, ios, 840, 0, 0, 0, 0, 1, 0, 0, 0, 375, 1, 0, 47, 2, 0, Paid, 430, 63
DGJ28FE154AC6AXE, 1, 0, 0, Verizon, 1071256, 1, 1, 1, 736, 1, 1, 0, 1, NA, 47, iPhone 6 Plus, 0, 0, 0, ios, 910, 0, 0, 0, 0, 1, 0, 0, 0, 414, 1, 0, 47, 0, -6, Paid, 153, 76
6MQH55MORP91TFR2, 1, 0, 0, Singtel, 1071256, 1, 1, 1, 568, 1, 1, 0, 1, AS, 53, iPhone 5s, 0, 0, 0, ios, 910, 0, 0, 0, 0, 1, 0, 0, 0, 320, 1, 1, 52, 0, 7, Paid, 2011, 65
4X7D1KLFXAXPBEMK, 1, 0, 0, Verizon, 1071256, 1, 1, 1, 667, 1, 1, 1, 1, NA, 54, iPhone 6, 0, 0, 0, ios, 840, 0, 0, 0, 0, 1, 0, 0, 0, 375, 1, 1, 54, 0, -5, Paid, 2589, 57
72C9ALJOQ8MWXR7Y, 1, 0, 0, Other, 1071256, 1, 1, 1, 480, None, 1, 1, 1, EU, 54, iPad 4, 0, 0, 0, ios, 901, 0, 0, 0, 0, 1, 0, 0, 0, 320, 1, 0, 49, 0, 3, Paid, 2731, 55
JSJTWKYI93B47S4K, 1, 0, 0, Verizon, 1071256, 1, 1, 1, 667, 0, 1, 3, 1, NA, 55, iPhone 6, 0, 0, 0, ios, 820, 0, 0, 0, 0, 1, 0, 0, 0, 375, 1, 0, 55, 0, -5, Paid, 1996, 32
6GYOSLJ5KM7WYUT3, 1, 0, 0, Mobile TeleSystems, 1071256, 1, 1, 1, 568, 0, 1, 0, 1, EU, 54, iPhone 5, 0, 0, 0, ios, 910, 1, 0, 1, 0, 1, 0, 0, 0, 320, 1, 0, 51, 0, 3, Paid, 2731, 55
DPSC25PBSGVDWRI3, 1, 0, 2, Orange Espa\\xc3\\xb1a, 1071256, 1, 1, 1, 667, None, 1, 0, 1, EU, 53, Unknown iPhone8, 0, 0, 0, ios, 910, 0, 0, 0, 0, 1, 0, 0, 0, 375, 1, 1, 53, 2, 1, Paid, 1373, 68
